Record_ID,Year,Month,Day,Decimal_latitude,Decimal_longitude,Country,Study_area,Location,Depth,Replicate,Data provider,Project,Coris_julis,Epinephelus_marginatus,Fistularia_commersonii,Serranus_cabrilla,Sparisoma_cretense,Siganus_luridus,Siganus_rivulatus,Sarpa_salpa,Serranus_scriba,Thalassoma_pavo,Pterois_miles,Stephanolopis_diaspros,Parupeneus_forskali,Pempheris_rhomboidea,Torquigener_flavimaculosus
784,2013,10,23,38.163883,-0.4653,ES,Tabarka,Punta Falc??,1_3,4,Universidad de Alicante,CIESM Tropical signals,8,0,0,0,0,0,0,103,6,12,0,0,0,0,0
785,2014,6,13,37.34989,9.843583,TN,Bizerte,Les Grottes,5_10,1,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0
786,2014,6,13,37.34989,9.843583,TN,Bizerte,Les Grottes,5_10,2,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
787,2014,6,13,37.34989,9.843583,TN,Bizerte,Les Grottes,5_10,3,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
788,2014,6,13,37.34989,9.843583,TN,Bizerte,Les Grottes,5_10,4,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0
789,2014,6,14,37.27861,9.895,TN,Bizerte,Mizilouna,11_20,1,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,2014,6,14,37.27861,9.895,TN,Bizerte,Mizilouna,11_20,2,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
791,2014,6,14,37.27861,9.895,TN,Bizerte,Mizilouna,11_20,3,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0
792,2014,6,14,37.27861,9.895,TN,Bizerte,Mizilouna,11_20,4,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
793,2014,6,13,37.57722,9.933611,TN,Bizerte,Ras El Blat,11_20,1,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0
794,2014,6,13,37.57722,9.933611,TN,Bizerte,Ras El Blat,11_20,2,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0
795,2014,6,13,37.57722,9.933611,TN,Bizerte,Ras El Blat,11_20,3,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
796,2014,6,13,37.57722,9.933611,TN,Bizerte,Ras El Blat,11_20,4,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
797,2014,6,16,35.50944,11.07667,TN,Mahdia,Borj Erras,11_20,1,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0
798,2014,6,16,35.50944,11.07667,TN,Mahdia,Borj Erras,11_20,1,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,2,0,1,2,0,0,0,0,2,0,0,0,0,0,0
799,2014,6,16,35.50944,11.07667,TN,Mahdia,Borj Erras,11_20,2,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,2,0,0,2,0,0,0,0,3,0,0,0,0,0,0
800,2014,6,16,35.50944,11.07667,TN,Mahdia,Borj Erras,11_20,2,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,5,0,0,2,0,0,0,100,2,3,0,0,0,0,0
801,2014,6,16,35.50944,11.07667,TN,Mahdia,Borj Erras,11_20,3,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,3,0,0,4,0,0,0,0,2,2,0,0,0,0,0
802,2014,6,16,35.50944,11.07667,TN,Mahdia,Borj Erras,11_20,3,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,4,0,0,1,0,5,0,0,0,2,0,0,0,0,0
803,2014,6,16,35.50944,11.07667,TN,Mahdia,Borj Erras,11_20,4,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
804,2014,6,16,35.50944,11.07667,TN,Mahdia,Borj Erras,11_20,4,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0
805,2014,6,15,35.50944,11.07667,TN,Mahdia,Borj Erras,5_10,1,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,0,0,0,1,0,0,0,30,1,0,0,2,0,0,0
806,2014,6,15,35.50944,11.07667,TN,Mahdia,Borj Erras,5_10,2,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,2,0,0,2,0,0,0,0,1,3,0,0,0,0,0
807,2014,6,15,35.50944,11.07667,TN,Mahdia,Borj Erras,5_10,3,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,2,0,0,1,0,0,0,4,0,0,0,0,0,0,0
808,2014,6,15,35.50944,11.07667,TN,Mahdia,Borj Erras,5_10,4,"National Agronomic Institute of Tunisia (INAT), Tunis, University of Carthage, Tunisia",CIESM Tropical signals,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0
809,2014,7,14,35.9887,14.327666,MT,Malta,Cirkewa,1_3,1,University of Malta,CIESM Tropical signals,6,4,0,1,4,0,0,0,9,5,0,0,0,0,0
810,2014,7,14,35.9887,14.327666,MT,Malta,Cirkewa,1_3,2,University of Malta,CIESM Tropical signals,4,2,0,1,8,0,0,10,4,9,0,0,0,0,0
811,2014,7,14,35.9887,14.327666,MT,Malta,Cirkewa,1_3,3,University of Malta,CIESM Tropical signals,3,2,0,0,2,0,0,0,3,0,0,0,0,0,0
812,2014,7,14,35.9887,14.327666,MT,Malta,Cirkewa,1_3,4,University of Malta,CIESM Tropical signals,8,0,0,1,0,0,0,0,2,3,0,0,0,0,0
813,2014,7,14,35.9887,14.327666,MT,Malta,Cirkewa,11_20,1,University of Malta,CIESM Tropical signals,4,2,0,1,1,0,0,1,3,0,0,0,0,0,0
814,2014,7,14,35.9887,14.327666,MT,Malta,Cirkewa,11_20,2,University of Malta,CIESM Tropical signals,4,0,0,1,4,0,0,0,3,0,0,0,0,0,0
815,2014,7,14,35.9887,14.327666,MT,Malta,Cirkewa,11_20,3,University of Malta,CIESM Tropical signals,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0
816,2014,7,14,35.9887,14.327666,MT,Malta,Cirkewa,11_20,4,University of Malta,CIESM Tropical signals,5,2,0,0,0,0,0,0,3,3,0,0,0,0,0
817,2014,7,14,35.9887,14.327666,MT,Malta,Cirkewa,21_30,1,University of Malta,CIESM Tropical signals,0,0,0,1,2,0,0,24,2,0,0,0,0,0,0
818,2014,7,14,35.9887,14.327666,MT,Malta,Cirkewa,21_30,2,University of Malta,CIESM Tropical signals,0,4,0,1,2,0,0,30,2,0,0,0,0,0,0
819,2014,7,14,35.9887,14.327666,MT,Malta,Cirkewa,21_30,3,University of Malta,CIESM Tropical signals,0,1,0,1,10,0,0,0,3,15,0,0,0,0,0
820,2014,7,14,35.9887,14.327666,MT,Malta,Cirkewa,21_30,4,University of Malta,CIESM Tropical signals,0,0,0,2,5,0,0,3,2,0,0,0,0,0,0
821,2014,7,14,35.9887,14.327666,MT,Malta,Cirkewa,5_10,1,University of Malta,CIESM Tropical signals,6,0,0,0,4,0,0,0,0,4,0,0,0,0,0
822,2014,7,14,35.9887,14.327666,MT,Malta,Cirkewa,5_10,2,University of Malta,CIESM Tropical signals,3,0,0,0,10,0,0,20,5,4,0,0,0,0,0
823,2014,7,14,35.9887,14.327666,MT,Malta,Cirkewa,5_10,3,University of Malta,CIESM Tropical signals,3,2,0,0,10,0,0,0,10,7,0,0,0,0,0
824,2014,7,14,35.9887,14.327666,MT,Malta,Cirkewa,5_10,4,University of Malta,CIESM Tropical signals,6,2,0,1,7,0,0,0,5,0,0,0,0,0,0
825,2014,7,15,36.0531,14.188566,MT,Malta,Dwejra,1_3,1,University of Malta,CIESM Tropical signals,3,0,0,0,4,0,0,17,4,3,0,0,0,0,0
826,2014,7,15,36.0531,14.188566,MT,Malta,Dwejra,1_3,2,University of Malta,CIESM Tropical signals,3,0,0,0,5,0,0,10,6,6,0,0,0,0,0
827,2014,7,15,36.0531,14.188566,MT,Malta,Dwejra,1_3,3,University of Malta,CIESM Tropical signals,4,0,0,1,2,0,0,0,2,4,0,0,0,0,0
828,2014,7,15,36.0531,14.188566,MT,Malta,Dwejra,1_3,4,University of Malta,CIESM Tropical signals,3,0,0,1,4,0,0,0,5,1,0,0,0,0,0
829,2014,7,15,36.0531,14.188566,MT,Malta,Dwejra,11_20,1,University of Malta,CIESM Tropical signals,10,0,0,2,0,0,0,0,7,0,0,0,0,0,0
830,2014,7,15,36.0531,14.188566,MT,Malta,Dwejra,11_20,2,University of Malta,CIESM Tropical signals,6,0,0,3,1,0,0,0,5,0,0,0,0,0,0
831,2014,7,15,36.0531,14.188566,MT,Malta,Dwejra,11_20,3,University of Malta,CIESM Tropical signals,3,0,0,0,3,0,0,7,4,0,0,0,0,0,0
832,2014,7,15,36.0531,14.188566,MT,Malta,Dwejra,11_20,4,University of Malta,CIESM Tropical signals,1,0,0,0,2,0,0,6,0,1,0,0,0,0,0
833,2014,7,15,36.0531,14.188566,MT,Malta,Dwejra,21_30,1,University of Malta,CIESM Tropical signals,0,0,0,0,2,0,0,0,7,4,0,0,0,0,0
834,2014,7,15,36.0531,14.188566,MT,Malta,Dwejra,21_30,2,University of Malta,CIESM Tropical signals,0,0,0,1,0,0,0,0,5,5,0,0,0,0,0
835,2014,7,15,36.0531,14.188566,MT,Malta,Dwejra,21_30,3,University of Malta,CIESM Tropical signals,0,0,0,1,5,0,0,0,4,5,0,0,0,0,0
836,2014,7,15,36.0531,14.188566,MT,Malta,Dwejra,21_30,4,University of Malta,CIESM Tropical signals,1,0,0,0,4,0,0,0,4,3,0,0,0,0,0
837,2014,7,15,36.0531,14.188566,MT,Malta,Dwejra,5_10,1,University of Malta,CIESM Tropical signals,8,0,0,0,4,0,0,0,7,1,0,0,0,0,0
838,2014,7,15,36.0531,14.188566,MT,Malta,Dwejra,5_10,2,University of Malta,CIESM Tropical signals,5,1,0,1,4,0,0,21,4,4,0,0,0,0,0
839,2014,7,15,36.0531,14.188566,MT,Malta,Dwejra,5_10,3,University of Malta,CIESM Tropical signals,7,0,0,1,0,0,0,0,6,1,0,0,0,0,0
840,2014,7,15,36.0531,14.188566,MT,Malta,Dwejra,5_10,4,University of Malta,CIESM Tropical signals,5,0,0,0,3,0,0,0,5,2,0,0,0,0,0
841,2014,7,23,35.923983,14.3366,MT,Malta,Gnejna,1_3,1,University of Malta,CIESM Tropical signals,4,0,0,0,12,0,0,7,8,6,0,0,0,0,0
842,2014,7,23,35.923983,14.3366,MT,Malta,Gnejna,1_3,2,University of Malta,CIESM Tropical signals,6,0,0,0,4,0,0,1,3,0,0,0,0,0,0
843,2014,7,23,35.923983,14.3366,MT,Malta,Gnejna,1_3,3,University of Malta,CIESM Tropical signals,10,0,0,0,12,0,0,0,3,0,0,0,0,0,0
844,2014,7,23,35.923983,14.3366,MT,Malta,Gnejna,1_3,4,University of Malta,CIESM Tropical signals,10,0,0,0,0,0,0,5,9,4,0,0,0,0,0
845,2014,7,23,35.923983,14.3366,MT,Malta,Gnejna,11_20,1,University of Malta,CIESM Tropical signals,7,0,0,1,0,0,0,0,3,0,0,0,0,0,0
846,2014,7,23,35.923983,14.3366,MT,Malta,Gnejna,11_20,2,University of Malta,CIESM Tropical signals,4,0,0,1,5,0,0,0,3,1,0,0,0,0,0
847,2014,7,23,35.923983,14.3366,MT,Malta,Gnejna,11_20,3,University of Malta,CIESM Tropical signals,6,0,0,0,1,0,0,0,3,2,0,0,0,0,0
848,2014,7,23,35.923983,14.3366,MT,Malta,Gnejna,11_20,4,University of Malta,CIESM Tropical signals,5,0,0,0,1,0,0,21,3,0,0,0,0,0,0
849,2014,7,23,35.923983,14.3366,MT,Malta,Gnejna,21_30,1,University of Malta,CIESM Tropical signals,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0
850,2014,7,23,35.923983,14.3366,MT,Malta,Gnejna,21_30,2,University of Malta,CIESM Tropical signals,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0
851,2014,7,23,35.923983,14.3366,MT,Malta,Gnejna,21_30,3,University of Malta,CIESM Tropical signals,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
852,2014,7,23,35.923983,14.3366,MT,Malta,Gnejna,21_30,4,University of Malta,CIESM Tropical signals,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
853,2014,7,23,35.923983,14.3366,MT,Malta,Gnejna,5_10,1,University of Malta,CIESM Tropical signals,6,0,0,0,12,2,2,10,9,0,0,0,0,0,0
854,2014,7,23,35.923983,14.3366,MT,Malta,Gnejna,5_10,2,University of Malta,CIESM Tropical signals,13,0,0,0,8,5,5,6,9,5,0,0,0,0,0
855,2014,7,23,35.923983,14.3366,MT,Malta,Gnejna,5_10,3,University of Malta,CIESM Tropical signals,4,1,0,0,5,5,5,11,4,1,0,0,0,0,0
856,2014,7,23,35.923983,14.3366,MT,Malta,Gnejna,5_10,4,University of Malta,CIESM Tropical signals,5,0,0,0,1,7,7,1,9,5,0,0,0,0,0
857,2014,8,29,42.350778,3.18471,ES,Cap de Creus,Sarnella,1_3,1,Institut de Ci?øncies del Mar?«ÙConsell Superior d'Investigacions Cient?°fiques (CSIC),CIESM Tropical signals,24,0,0,4,0,0,0,16,0,0,0,0,0,0,0
858,2014,8,29,42.350778,3.18471,ES,Cap de Creus,Sarnella,1_3,2,Institut de Ci?øncies del Mar?«ÙConsell Superior d'Investigacions Cient?°fiques (CSIC),CIESM Tropical signals,19,0,0,1,0,0,0,41,0,0,0,0,0,0,0
859,2014,8,29,42.350778,3.18471,ES,Cap de Creus,Sarnella,1_3,3,Institut de Ci?øncies del Mar?«ÙConsell Superior d'Investigacions Cient?°fiques (CSIC),CIESM Tropical signals,37,0,0,3,0,0,0,33,0,0,0,0,0,0,0
860,2014,8,29,42.350778,3.18471,ES,Cap de Creus,Sarnella,1_3,4,Institut de Ci?øncies del Mar?«ÙConsell Superior d'Investigacions Cient?°fiques (CSIC),CIESM Tropical signals,37,0,0,1,0,0,0,28,0,0,0,0,0,0,0
861,2014,8,NA,35.86413,12.882499,IT,Linosa,Faraglioni di Linosa,1_3,1,"National Research Council, Institute of Biological Resources and Marine Biotechnologies (CNR-IRBIM)",CIESM Tropical signals,3,0,0,0,4,0,0,0,4,40,0,0,0,0,0
862,2014,8,NA,35.86413,12.882499,IT,Linosa,Faraglioni di Linosa,1_3,2,"National Research Council, Institute of Biological Resources and Marine Biotechnologies (CNR-IRBIM)",CIESM Tropical signals,3,0,0,1,6,0,0,12,1,49,0,0,0,0,0
863,2014,8,NA,35.86413,12.882499,IT,Linosa,Faraglioni di Linosa,1_3,3,"National Research Council, Institute of Biological Resources and Marine Biotechnologies (CNR-IRBIM)",CIESM Tropical signals,1,0,0,0,8,0,0,15,0,40,0,0,0,0,0
864,2014,8,NA,35.86413,12.882499,IT,Linosa,Faraglioni di Linosa,1_3,4,"National Research Council, Institute of Biological Resources and Marine Biotechnologies (CNR-IRBIM)",CIESM Tropical signals,3,0,0,1,14,0,0,13,3,30,0,0,0,0,0
865,2014,8,NA,35.87511,12.864366,IT,Linosa,Mannarazza,1_3,1,"National Research Council, Institute of Biological Resources and Marine Biotechnologies (CNR-IRBIM)",CIESM Tropical signals,3,0,0,0,12,0,0,42,0,21,0,0,0,0,0
866,2014,8,NA,35.87511,12.864366,IT,Linosa,Mannarazza,1_3,2,"National Research Council, Institute of Biological Resources and Marine Biotechnologies (CNR-IRBIM)",CIESM Tropical signals,1,0,0,0,19,2,0,46,1,18,0,0,0,0,0
867,2014,8,NA,35.87511,12.864366,IT,Linosa,Mannarazza,1_3,3,"National Research Council, Institute of Biological Resources and Marine Biotechnologies (CNR-IRBIM)",CIESM Tropical signals,0,0,0,0,20,0,0,6,1,24,0,0,0,0,0
868,2014,8,NA,35.87511,12.864366,IT,Linosa,Mannarazza,1_3,4,"National Research Council, Institute of Biological Resources and Marine Biotechnologies (CNR-IRBIM)",CIESM Tropical signals,1,1,0,0,5,1,0,26,0,39,0,0,0,0,0
869,2014,8,NA,35.862072,12.8529,IT,Linosa,Pozzolana,1_3,1,"National Research Council, Institute of Biological Resources and Marine Biotechnologies (CNR-IRBIM)",CIESM Tropical signals,0,0,0,0,18,4,0,51,2,14,0,0,0,0,0
870,2014,8,NA,35.862072,12.8529,IT,Linosa,Pozzolana,1_3,2,"National Research Council, Institute of Biological Resources and Marine Biotechnologies (CNR-IRBIM)",CIESM Tropical signals,0,0,0,0,18,0,0,27,0,14,0,0,0,0,0
871,2014,8,NA,35.862072,12.8529,IT,Linosa,Pozzolana,1_3,3,"National Research Council, Institute of Biological Resources and Marine Biotechnologies (CNR-IRBIM)",CIESM Tropical signals,1,0,0,0,13,1,0,46,2,24,0,0,0,0,0
872,2014,8,NA,35.862072,12.8529,IT,Linosa,Pozzolana,1_3,4,"National Research Council, Institute of Biological Resources and Marine Biotechnologies (CNR-IRBIM)",CIESM Tropical signals,3,0,0,0,12,0,0,64,1,23,0,0,0,0,0
873,2014,8,14,35.9887,14.327666,MT,Malta,Cirkewa,1_3,1,University of Malta,CIESM Tropical signals,2,0,0,0,2,0,0,7,3,7,0,0,0,0,0
874,2014,8,14,35.9887,14.327666,MT,Malta,Cirkewa,1_3,2,University of Malta,CIESM Tropical signals,4,0,0,0,5,0,0,0,2,3,0,0,0,0,0
875,2014,8,14,35.9887,14.327666,MT,Malta,Cirkewa,1_3,3,University of Malta,CIESM Tropical signals,2,0,0,0,0,0,0,6,4,3,0,0,0,0,0
876,2014,8,14,35.9887,14.327666,MT,Malta,Cirkewa,1_3,4,University of Malta,CIESM Tropical signals,3,0,0,0,0,0,0,9,3,2,0,0,0,0,0
877,2014,8,14,35.9887,14.327666,MT,Malta,Cirkewa,11_20,1,University of Malta,CIESM Tropical signals,4,0,0,1,1,0,0,0,5,0,0,0,0,0,0
878,2014,8,14,35.9887,14.327666,MT,Malta,Cirkewa,11_20,2,University of Malta,CIESM Tropical signals,5,0,0,1,0,0,0,0,6,0,0,0,0,0,0
879,2014,8,14,35.9887,14.327666,MT,Malta,Cirkewa,11_20,3,University of Malta,CIESM Tropical signals,5,0,0,4,1,0,0,0,7,1,0,0,0,0,0
880,2014,8,14,35.9887,14.327666,MT,Malta,Cirkewa,11_20,4,University of Malta,CIESM Tropical signals,4,0,0,2,0,0,0,0,3,0,0,0,0,0,0
881,2014,8,14,35.9887,14.327666,MT,Malta,Cirkewa,21_30,1,University of Malta,CIESM Tropical signals,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0
882,2014,8,14,35.9887,14.327666,MT,Malta,Cirkewa,21_30,2,University of Malta,CIESM Tropical signals,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,2014,8,14,35.9887,14.327666,MT,Malta,Cirkewa,21_30,3,University of Malta,CIESM Tropical signals,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0
884,2014,8,14,35.9887,14.327666,MT,Malta,Cirkewa,21_30,4,University of Malta,CIESM Tropical signals,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0
885,2014,8,14,35.9887,14.327666,MT,Malta,Cirkewa,5_10,1,University of Malta,CIESM Tropical signals,5,0,0,2,0,0,0,0,4,0,0,0,0,0,0
886,2014,8,14,35.9887,14.327666,MT,Malta,Cirkewa,5_10,2,University of Malta,CIESM Tropical signals,8,0,0,2,1,0,0,0,3,1,0,0,0,0,0
887,2014,8,14,35.9887,14.327666,MT,Malta,Cirkewa,5_10,3,University of Malta,CIESM Tropical signals,4,0,0,7,1,0,0,0,1,0,0,0,0,0,0
888,2014,8,14,35.9887,14.327666,MT,Malta,Cirkewa,5_10,4,University of Malta,CIESM Tropical signals,7,0,0,3,0,0,0,0,4,0,0,0,0,0,0
889,2014,8,23,36.0531,14.188566,MT,Malta,Dwejra,1_3,1,University of Malta,CIESM Tropical signals,0,0,0,4,3,0,0,22,1,10,0,0,0,0,0
890,2014,8,23,36.0531,14.188566,MT,Malta,Dwejra,1_3,2,University of Malta,CIESM Tropical signals,1,0,0,1,3,0,0,0,0,3,0,0,0,0,0
891,2014,8,23,36.0531,14.188566,MT,Malta,Dwejra,1_3,3,University of Malta,CIESM Tropical signals,0,0,0,0,10,0,0,1,3,6,0,0,0,0,0
892,2014,8,23,36.0531,14.188566,MT,Malta,Dwejra,1_3,4,University of Malta,CIESM Tropical signals,0,0,0,2,8,0,0,1,0,6,0,0,0,0,0
893,2014,8,23,36.0531,14.188566,MT,Malta,Dwejra,11_20,1,University of Malta,CIESM Tropical signals,10,1,0,1,0,0,0,2,4,2,0,0,0,0,0
894,2014,8,23,36.0531,14.188566,MT,Malta,Dwejra,11_20,2,University of Malta,CIESM Tropical signals,6,1,0,2,4,0,0,0,3,2,0,0,0,0,0
895,2014,8,23,36.0531,14.188566,MT,Malta,Dwejra,11_20,3,University of Malta,CIESM Tropical signals,4,0,0,2,3,0,0,0,4,2,0,0,0,0,0
896,2014,8,23,36.0531,14.188566,MT,Malta,Dwejra,11_20,4,University of Malta,CIESM Tropical signals,5,0,0,4,0,0,0,0,2,2,0,0,0,0,0
897,2014,8,23,36.0531,14.188566,MT,Malta,Dwejra,21_30,1,University of Malta,CIESM Tropical signals,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0
898,2014,8,23,36.0531,14.188566,MT,Malta,Dwejra,21_30,2,University of Malta,CIESM Tropical signals,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
899,2014,8,23,36.0531,14.188566,MT,Malta,Dwejra,21_30,3,University of Malta,CIESM Tropical signals,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
900,2014,8,23,36.0531,14.188566,MT,Malta,Dwejra,21_30,4,University of Malta,CIESM Tropical signals,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
901,2014,8,23,36.0531,14.188566,MT,Malta,Dwejra,5_10,1,University of Malta,CIESM Tropical signals,1,0,0,1,6,0,0,2,4,3,0,0,0,0,0
902,2014,8,23,36.0531,14.188566,MT,Malta,Dwejra,5_10,2,University of Malta,CIESM Tropical signals,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
903,2014,8,23,36.0531,14.188566,MT,Malta,Dwejra,5_10,3,University of Malta,CIESM Tropical signals,2,2,0,1,5,0,0,15,5,2,0,0,0,0,0
904,2014,8,23,36.0531,14.188566,MT,Malta,Dwejra,5_10,4,University of Malta,CIESM Tropical signals,3,0,0,0,3,0,0,0,7,1,0,0,0,0,0
905,2014,8,14,35.923983,14.3366,MT,Malta,Gnejna,1_3,1,University of Malta,CIESM Tropical signals,7,0,0,0,1,3,3,0,4,0,0,0,0,0,0
906,2014,8,14,35.923983,14.3366,MT,Malta,Gnejna,1_3,2,University of Malta,CIESM Tropical signals,8,0,0,0,6,0,0,0,3,2,0,0,0,0,0
907,2014,8,14,35.923983,14.3366,MT,Malta,Gnejna,1_3,3,University of Malta,CIESM Tropical signals,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0
908,2014,8,14,35.923983,14.3366,MT,Malta,Gnejna,1_3,4,University of Malta,CIESM Tropical signals,0,0,0,1,0,0,0,15,2,0,0,0,0,0,0
909,2014,8,14,35.923983,14.3366,MT,Malta,Gnejna,11_20,1,University of Malta,CIESM Tropical signals,5,0,0,0,0,0,0,3,2,0,0,0,0,0,0
910,2014,8,14,35.923983,14.3366,MT,Malta,Gnejna,11_20,2,University of Malta,CIESM Tropical signals,2,0,0,0,0,0,0,15,1,0,0,0,0,0,0
911,2014,8,14,35.923983,14.3366,MT,Malta,Gnejna,11_20,3,University of Malta,CIESM Tropical signals,3,0,0,0,0,0,0,3,2,0,0,0,0,0,0
912,2014,8,14,35.923983,14.3366,MT,Malta,Gnejna,11_20,4,University of Malta,CIESM Tropical signals,1,0,0,0,0,0,0,38,1,0,0,0,0,0,0
913,2014,8,14,35.923983,14.3366,MT,Malta,Gnejna,21_30,1,University of Malta,CIESM Tropical signals,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
914,2014,8,14,35.923983,14.3366,MT,Malta,Gnejna,21_30,2,University of Malta,CIESM Tropical signals,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
915,2014,8,14,35.923983,14.3366,MT,Malta,Gnejna,21_30,3,University of Malta,CIESM Tropical signals,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0
916,2014,8,14,35.923983,14.3366,MT,Malta,Gnejna,21_30,4,University of Malta,CIESM Tropical signals,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0
917,2014,8,14,35.923983,14.3366,MT,Malta,Gnejna,5_10,1,University of Malta,CIESM Tropical signals,7,0,0,0,5,0,0,0,8,0,0,0,0,0,0
918,2014,8,14,35.923983,14.3366,MT,Malta,Gnejna,5_10,2,University of Malta,CIESM Tropical signals,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,2014,8,14,35.923983,14.3366,MT,Malta,Gnejna,5_10,3,University of Malta,CIESM Tropical signals,4,0,0,0,4,0,0,68,4,0,0,0,0,0,0
920,2014,8,14,35.923983,14.3366,MT,Malta,Gnejna,5_10,4,University of Malta,CIESM Tropical signals,5,0,0,0,0,0,0,3,2,0,0,0,0,0,0
921,2014,9,8,42.335162,3.261481,ES,Cap de Creus,Cala Serena,1_3,1,Institut de Ci?øncies del Mar?«ÙConsell Superior d'Investigacions Cient?°fiques (CSIC),CIESM Tropical signals,54,0,0,4,0,0,0,14,0,0,0,0,0,0,0
922,2014,9,8,42.335162,3.261481,ES,Cap de Creus,Cala Serena,1_3,2,Institut de Ci?øncies del Mar?«ÙConsell Superior d'Investigacions Cient?°fiques (CSIC),CIESM Tropical signals,56,0,0,3,0,0,0,2,0,0,0,0,0,0,0
923,2014,9,8,42.335162,3.261481,ES,Cap de Creus,Cala Serena,1_3,3,Institut de Ci?øncies del Mar?«ÙConsell Superior d'Investigacions Cient?°fiques (CSIC),CIESM Tropical signals,40,0,0,2,0,0,0,35,0,0,0,0,0,0,0
924,2014,9,8,42.335162,3.261481,ES,Cap de Creus,Cala Serena,1_3,4,Institut de Ci?øncies del Mar?«ÙConsell Superior d'Investigacions Cient?°fiques (CSIC),CIESM Tropical signals,37,0,0,3,0,0,0,7,0,0,0,0,0,0,0
